,Text,Language
1378,ಸಂತೋಷದ ಕಲಿಕೆ ಮತ್ತು ಶೀಘ್ರದಲ್ಲೇ ನಾನು ನಿಮ್ಮನ್ನು ಇನ್ನೊಂದು ಪಾಠದಲ್ಲಿ ನೋಡುತ್ತೇನೆ.,Kannada
527,എന്റെ സന്തോഷം.,Malayalam
1632,అహ్మదాబాద్: గుజరాత్ లో విచిత్రమైన సంఘటన జరిగింది.,Telugu
1489,"""జంతుశాల అధికారులు అన్నారు, """" ఇక మనం జాన్ శరీరంలోకి నేరుగా విషం ఎక్కించాలి.""""""",Telugu
782,"இது ஒரு சிறந்த நகைச்சுவை, எனவே சொற்றொடர் இது ஒரு நல்ல விஷயம்.",Tamil
1435,‘విద్యార్థులను చూస్తుంటే నాకు చిన్నప్పటి రోజులు గుర్తుకొస్తున్నాయి.,Telugu
335,"ഒരുപക്ഷേ നിങ്ങൾ ഫോണിൽ സംസാരിച്ചിരിക്കാം, ആരോ നിങ്ങളോട് സംസാരിക്കുന്നുണ്ടാകാം, നിങ്ങൾ അങ്ങനെയായിരിക്കും.",Malayalam
295,"നിങ്ങൾ‌ കുറച്ചുകാലമായി ഇംഗ്ലീഷ് പഠിക്കുന്നുണ്ടെങ്കിൽ‌, നിങ്ങൾ‌ പഠനം പുനരാരംഭിക്കാൻ‌ താൽ‌പ്പര്യപ്പെടുന്നെങ്കിൽ‌ വാക്യങ്ങൾ‌.",Malayalam
1849,లోకేష్ కనకరాజ్ దర్శకత్వం వహించారు.,Telugu
1117,ನಾನು ನಿಮಗೆ ನೆನಪಿಸಲು ಬಯಸುತ್ತೇನೆ.,Kannada
44,തുടങ്ങിയ ആദ്യവർഷത്തിൽ തന്നെ ഇംഗ്ലീഷ് വിക്കിപീഡിയയിലെ ലേഖനങ്ങളുടെ എണ്ണം ഇരുപതിനായിരം കവിഞ്ഞു.,Malayalam
132,ഇത്തരം താളുകളിൽ ചെറുപെട്ടികളിൽ (user box) ഉപയോഗിച്ച് സ്വന്തം ശൈലി വെളിപ്പെടുത്തുന്നു എന്നത് ഇവരുടെ മറ്റൊരു പ്രത്യേകതയാണ്.,Malayalam
1234,ಇದು ಯಾವುದೇ ಬುದ್ದಿವಂತನಲ್ಲ ಎಂದರೆ ನೀವು ಏನಾದರೂ ತಪ್ಪು ಮಾಡಿದ್ದರೆ ಅದು ನಿಮಗೆ ನಿಜವಾಗಿಯೂ ಸುಲಭವಾದ ನಿರ್ಧಾರ ಮತ್ತು ನೀವು ಅದನ್ನು ಒಪ್ಪಿಕೊಂಡರೆ ನಾನು ಹೌದು ಹುಡುಗರನ್ನು ತಿರುಗಿಸಿದೆ ಎಂದು ಹೇಳಬಹುದು.,Kannada
438,അതൊരു നല്ല ചോദ്യമാണ്.,Malayalam
1266,ನಿಮ್ಮ ಬಗ್ಗೆ ಹೇಗೆ?,Kannada
2023,ట్రాక్టర్ బోల్తాపడడంతో నలుగురు మృతి చెందగా మరో పది మంది తీవ్రంగా గాయపడ్డారు.,Telugu
1002,நான் உங்களுடன் சரியாக இருப்பேன்.,Tamil
1379,ಒಂದು ಸಣ್ಣ ಹಳ್ಳಿಯಲ್ಲಿ ಒಂದು ಕಾಲದಲ್ಲಿ ಚಿನ್ನದ ಬ್ರೆಡ್ ಅಲ್ಲಿ ಮರಿಯನ್ ಎಂಬ ಮಹಿಳೆ ವಾಸಿಸುತ್ತಿದ್ದಳು.,Kannada
1503,అధికవర్షాలకు పంటలు దెబ్బతింటుడంతో రైతాంగం దిక్కుతోచని స్థితిని ఎదుర్కొంటోంది.,Telugu
653,"[57] வழமையாக, கட்டுரையொன்றில் மேற்கொள்ளப்படும் தொகுப்பானது, உடனடியாக இற்றைப்படுத்தப்படும்.",Tamil
1528,ఇప్పటికే 60 శాతం సినిమా షూటింగ్ పూర్తయింది.,Telugu
1831,నేడు సాధారణంగా మొదటిసారి ఎండబెట్టడానికి కాయలను అవెన్‌లో పెడతారు.,Telugu
343,എനിക്ക് സുഖമായിരിക്കും.,Malayalam
1167,ಒಂದು ಪದಗುಚ್ of ದ ಒಂದು ಭಾಗವನ್ನು ನೀವು ಹಿಡಿಯಲಿಲ್ಲವೇ ಎಂದು ಕೇಳಲು ಇನ್ನೊಂದು ಮಾರ್ಗವೆಂದರೆ ನಾನು ಕೊನೆಯ ಪದವನ್ನು ಹಿಡಿಯಲಿಲ್ಲ ಎಂದು ನೀವು ಹೇಳಬಹುದು.,Kannada
639,"பின்னர் வெவ்வேறு மொழிகளில் விக்கிப்பீடியா உருவாக்கப்பட்டு, 2001 ஆம் ஆண்டின் முடிவில் கிட்டத்தட்ட 20,000 கட்டுரைகளுடன் 18 மொழிகளில் வளர்ந்தது.",Tamil
1992,"నేను 1907, జనవరి 31న పుట్టాను, 1915లో నాకు ఎనిమిదేళ్ళప్పుడు మానాన్నగారు కాన్సర్‌తో చనిపోయారు.",Telugu
700,இந்த வீடியோவில் நான் தினசரி பயன்பாட்டிற்காகவும் இந்த வீடியோவின் முடிவிலும் 10 ஸ்மார்ட் சொற்களை உங்களுக்கு தருகிறேன்.,Tamil
1177,ನಾನು ಸಾರ್ವಕಾಲಿಕ ಬಳಸುವ ಇನ್ನೊಂದು ನುಡಿಗಟ್ಟು ಕೇಳುತ್ತಿಲ್ಲ.,Kannada
911,ஒரு கணம் யோசிக்கிறேன்.,Tamil
744,"அவர்களிடம் சொல்லுங்கள், நான் கடுமையாக இருக்கிறேன், ஆனால் நீங்கள் ஏன் மிகவும் வருத்தப்படுகிறீர்கள் என்று எனக்குத் தெரியவில்லை ஸ்மார்ட் சொல் எண் 10 மந்தமான மந்தமான மந்தமான வழிமுறையாகும், இது மெதுவான வேகத்தில் மெதுவாக செல்ல வேண்டும்.",Tamil
949,இன்றிரவு இரவு உணவிற்கு பீட்சா சாப்பிடுவது எப்படி?,Tamil
156,ചിലപ്പോഴെല്ലാം ചില സാമൂഹ്യവിരുദ്ധർ സത്യവിരുദ്ധമായ വസ്തുതകളും സ്വകാര്യലാഭത്തിനു വേണ്ടി പരസ്യപ്രചരണമോ ചില താളുകളിൽ കൂട്ടിച്ചേർത്തെന്നുവരും.,Malayalam
2021,ఇక్కడ మొక్కలు నాటడం కోసం కొన్ని చిట్కాలు ఉన్నాయి.,Telugu
1543,"తను మాట్లాడే మాటల విషయంలో జాగ్రత్తగా ఉండే వ్యక్తికీ, జాగ్రత్తగా ఉండని వ్యక్తికీ మధ్య ఉన్న మరొక తేడాను వర్ణిస్తూ ఇశ్రాయేలు రాజు ఇలా అంటున్నాడు: “వివేకియైనవాడు తన విద్యను దాచిపెట్టును, అవివేక హృదయులు తమ మూఢత్వము వెల్లడి చేయుదురు. ” ​ —⁠ సామెతలు 12: ​ 23.",Telugu
1688,అదేంటంటే ముందువైపు మూడు కెమెరాలు ఉండటం.,Telugu
1855,"‘బహుశా ప్రపంచంలోనే అత్యంత ప్రసిద్ధి పొందిన శునకం’గా పరిచయం చేసిన ట్రంప్‌, కొనన్‌కు జ్ఞాపికనందించి సత్కరించారు, ఎంతో తెలివైనది, ఎంతో చలాకీ అయిన జంతువు అంటూ కొనియాడిన ట్రంప్‌, కరుడుగట్టిన తీవ్రవాదిపై మచ్చలేని దాడిలో, మరువలేని సాయం చేసిందని పదే పదే ప్రశంసించారు.",Telugu
694,"முதன்மைக் கட்டுரை: தமிழ் விக்கிப்பீடியா தமிழ் விக்கிப்பீடியா முயற்சியானது, 2003 ஆம் ஆண்டு ஆரம்பமானது.",Tamil
1152,ನಿಮ್ಮ ಪ್ರಯತ್ನಕ್ಕೆ ಧನ್ಯವಾದಗಳು.,Kannada
1557,"5 వేలు, పర్మిట్ లేకుండా వాహనం వాడినందుకు రూ .",Telugu
1414,"ಅದರ ಮೇಲೆ ಮಾಣಿಕ್ಯ ಜಾಮ್ ಮತ್ತು ದೊಡ್ಡ ಬೈಟ್ ತೆಗೆದುಕೊಂಡಿದ್ದೇನೆ ಇದು ತುಂಬಾ ಬಿಸಿಯಾಗಿರುತ್ತದೆ, ನಾನು ಇದನ್ನು ಚೆನ್ನಾಗಿ ತಿನ್ನಲು ಸಾಧ್ಯವಿಲ್ಲ ಇದು ಚಿನ್ನದಿಂದ ಮಾಡಿದ ಬ್ರೆಡ್ ಮತ್ತು ಅತ್ಯುತ್ತಮವಾದದ್ದು ಆದರೆ ನೀವು ಅದನ್ನು ತಿನ್ನಲು ಸಾಧ್ಯವಾಗದಿದ್ದರೆ ನಾನು ನಿಮಗೆ ಬೆಳ್ಳಿ ಬ್ರೆಡ್ ಬೆಳ್ಳಿಯನ್ನು ಪಡೆಯಬೇಕು ಏಕೆ?",Kannada
827,"நீங்கள் யாரோ ஒருவருக்கு நடுவில் இருந்தால் ' நீங்கள் எதையாவது கேட்கலாம், நீங்கள் ஏதோ நடுவில் இருக்கிறீர்கள், யாரோ ஒருவர் நீங்கள் சொல்வதைச் செய்யும்படி யாரோ கேட்கிறார்கள், நான் வருந்துகிறேன்.",Tamil
1750,దీనికి పెద్దగా ప్రయత్నం అవసరం లేదు.,Telugu
1168,ನನ್ನನ್ನು ಕ್ಷಮಿಸು.,Kannada
1893,ఘాట్ యొక్క దాని పైభాగంలో నిర్మించబడిన అద్భుతమైన పుణ్యక్షేత్రం ప్రధాన ఆకర్షణగా ఉంది,Telugu
1097,"ಈಗ ಅವರು ಏನು ಮಾಡಬೇಕೆಂಬುದನ್ನು ಅವರು ಮರೆತುಬಿಡುತ್ತಾರೆ, ಅದಕ್ಕೆ ಬದಲಾಗಿ ನೀವು ಫ್ಲಮ್ಮೋಕ್ಸ್ ಅನ್ನು ಏಕೆ ಬಳಸಬಾರದು ಉದಾಹರಣೆಗೆ ಹುಡುಗ ಸಂಪೂರ್ಣವಾಗಿ ಕಾಣಿಸುತ್ತಾನೆ.",Kannada
